,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,-0.49166666666666725,-0.2490013315579228,-0.5708502024291497,-0.48260211800302577,-0.712,-0.825,-0.5454545454545454,-0.15492957746478875,-0.4545454545454546,-0.688715953307393,-0.303030303030303,-0.7321428571428572,-0.6390243902439025,-0.799043062200957,-0.7254901960784313,-0.75,-0.6119402985074627,-0.7591240875912408,-0.8157894736842105,-0.5454545454545454,-0.33333333333333337,-0.4772727272727273,-0.6103896103896104,-0.24137931034482762,-0.78328173374613,-0.6,-0.7982456140350878,-0.6993464052287581,-0.7902097902097902,-0.5882352941176471,-0.746031746031746,-0.6666666666666666,-0.5652173913043478,-0.3282442748091603,-0.49425287356321834,-0.6371308016877637,-0.17821782178217827,-0.7970149253731343,-0.5480769230769231,-0.7584541062801933,-0.6753246753246753,-0.7647058823529411,-0.582089552238806,-0.7777777777777778,-0.7692307692307693,-0.5454545454545454,-0.7428571428571429,-0.5227272727272727,-0.2844827586206896,-0.0680628272251309,-0.891566265060241,-0.5072463768115942,-0.7980769230769231,-0.6493506493506493,-0.7857142857142857,-0.582089552238806,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5000000000000004,-0.23834886817576562,-0.4008097165991903,-0.5279878971255674
1,-0.5000000000000004,-0.23834886817576562,-0.4008097165991903,-0.5279878971255674,-0.832,-0.8,-0.4545454545454545,-0.7605633802816901,-0.5,-0.5019455252918288,-0.4444444444444444,-0.8571428571428572,-0.6878048780487804,-0.8181818181818181,-0.803921568627451,-0.7166666666666667,-0.582089552238806,-0.7883211678832117,-0.7894736842105263,-0.4545454545454545,-0.7414965986394557,-0.4545454545454546,-0.48051948051948057,-0.4285714285714286,-0.8080495356037152,-0.6780487804878048,-0.8245614035087719,-0.7908496732026143,-0.7622377622377623,-0.6176470588235294,-0.6825396825396826,-0.6190476190476191,-0.5652173913043478,-0.6183206106870229,-0.4482758620689655,-0.5189873417721519,-0.3465346534653465,-0.7432835820895523,-0.6730769230769231,-0.7681159420289855,-0.7532467532467533,-0.7941176470588236,-0.6119402985074627,-0.7380952380952381,-0.6923076923076923,-0.5454545454545454,-0.6428571428571428,-0.4545454545454546,-0.5086206896551724,-0.3089005235602095,-0.7951807228915663,-0.6714975845410628,-0.8269230769230769,-0.7532467532467533,-0.8,-0.6119402985074627,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5166666666666666,-0.26231691078561914,-0.4331983805668017,-0.48260211800302577
2,-0.5166666666666666,-0.26231691078561914,-0.4331983805668017,-0.48260211800302577,-0.744,-0.85,-0.4545454545454545,-0.7323943661971831,-0.5454545454545454,-0.6575875486381323,-0.48484848484848486,-0.7619047619047619,-0.7463414634146341,-0.8373205741626795,-0.8431372549019608,-0.6833333333333333,-0.582089552238806,-0.781021897810219,-0.8421052631578947,-0.4545454545454545,-0.7414965986394557,-0.5454545454545454,-0.5757575757575757,-0.4778325123152709,-0.8018575851393188,-0.7365853658536585,-0.8421052631578947,-0.8300653594771241,-0.7622377622377623,-0.5882352941176471,-0.7619047619047619,-0.6666666666666666,-0.4782608695652174,-0.6946564885496183,-0.5172413793103448,-0.5696202531645569,-0.4554455445544554,-0.8029850746268656,-0.7211538461538461,-0.8067632850241546,-0.8311688311688312,-0.7205882352941176,-0.582089552238806,-0.8333333333333334,-0.7307692307692307,-0.4545454545454545,-0.7428571428571429,-0.5227272727272727,-0.4913793103448276,-0.38219895287958117,-0.8674698795180723,-0.7004830917874396,-0.8653846153846154,-0.8051948051948052,-0.7428571428571429,-0.582089552238806,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5083333333333335,-0.2809587217043942,-0.9271255060728745,-0.546142208774584
3,-0.5083333333333335,-0.2809587217043942,-0.9271255060728745,-0.546142208774584,-0.48,-0.775,-0.36363636363636354,-0.4225352112676056,-0.4772727272727273,-0.7976653696498055,-0.5454545454545454,-0.38690476190476186,-0.6585365853658536,-0.69377990430622,-0.8431372549019608,-0.3833333333333333,-0.4925373134328358,-0.4744525547445255,-0.7631578947368421,-0.36363636363636354,-0.5782312925170068,-0.5,-0.6363636363636364,-0.5369458128078818,-0.34984520123839014,-0.6878048780487804,-0.7192982456140351,-0.8300653594771241,-0.5664335664335665,-0.5294117647058824,-0.5317460317460317,-0.6190476190476191,-0.3913043478260868,-0.7404580152671756,-0.5172413793103448,-0.6455696202531646,-0.5247524752475248,-0.5283582089552239,-0.7211538461538461,-0.7391304347826086,-0.8441558441558441,-0.6176470588235294,-0.5522388059701493,-0.6825396825396826,-0.7692307692307693,-0.4545454545454545,-0.7571428571428571,-0.5454545454545454,-0.6206896551724138,-0.4869109947643979,-0.7228915662650602,-0.7391304347826086,-0.8365384615384616,-0.8441558441558441,-0.7,-0.5522388059701493,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5000000000000004,-0.32090545938748327,-0.7894736842105263,-0.4553706505295009
4,-0.5000000000000004,-0.32090545938748327,-0.7894736842105263,-0.4553706505295009,-0.632,-0.85,-0.36363636363636354,-0.6338028169014085,-0.4545454545454546,0.0038910505836575737,-0.3535353535353535,-0.6130952380952381,-0.6195121951219512,-0.6650717703349283,-0.8300653594771241,-0.6166666666666667,-0.4328358208955224,-0.6423357664233577,-0.8421052631578947,-0.36363636363636354,-0.8231292517006803,-0.4545454545454546,0.03896103896103886,-0.46798029556650245,-0.6346749226006192,-0.6195121951219512,-0.6929824561403508,-0.8300653594771241,-0.6783216783216783,-0.4411764705882353,-0.5158730158730158,-0.6666666666666666,-0.3913043478260868,-0.4961832061068703,-0.4482758620689655,-0.4345991561181435,-0.5544554455445545,-0.5104477611940299,-0.6346153846153846,-0.6328502415458936,-0.8311688311688312,-0.6029411764705883,-0.4626865671641791,-0.5317460317460317,-0.6923076923076923,-0.36363636363636354,-0.5857142857142856,-0.4772727272727273,-0.6120689655172413,-0.549738219895288,-0.5,-0.642512077294686,-0.7019230769230769,-0.8441558441558441,-0.5,-0.4626865671641791,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.49166666666666725,-0.2996005326231692,-0.6194331983805669,-0.44931921331316194
5,-0.49166666666666725,-0.2996005326231692,-0.6194331983805669,-0.44931921331316194,-0.28800000000000003,-0.9,-0.36363636363636354,-0.7323943661971831,-0.43181818181818177,0.6031128404669261,0.3737373737373737,-0.5357142857142857,-0.6097560975609756,-0.6459330143540669,-0.8169934640522876,-0.6666666666666667,-0.4029850746268657,-0.5182481751824817,-0.868421052631579,-0.36363636363636354,-0.6598639455782314,-0.43181818181818177,0.5497835497835497,0.12315270935960587,-0.5913312693498451,-0.6195121951219512,-0.7017543859649122,-0.8300653594771241,-0.5664335664335665,-0.4117647058823529,-0.4444444444444444,-0.7142857142857143,-0.3913043478260868,-0.6793893129770993,-0.4252873563218391,0.5274261603375527,-0.03960396039603964,-0.7134328358208955,-0.6346153846153846,-0.6521739130434783,-0.8311688311688312,-0.6323529411764706,-0.4029850746268657,-0.6666666666666667,-0.7692307692307693,-0.36363636363636354,-0.6428571428571428,-0.43181818181818177,0.4137931034482758,-0.17277486910994766,-0.7469879518072289,-0.6328502415458936,-0.7019230769230769,-0.8311688311688312,-0.7142857142857143,-0.4328358208955224,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.4750000000000002,-0.32090545938748327,-0.5870445344129556,-0.4553706505295009
6,-0.4750000000000002,-0.32090545938748327,-0.5870445344129556,-0.4553706505295009,-0.5680000000000001,-0.95,-0.4545454545454545,-0.6056338028169015,-0.5,0.20622568093385207,0.8484848484848484,-0.5238095238095238,-0.5414634146341464,-0.6076555023923444,-0.7777777777777778,-0.5833333333333333,-0.34328358208955223,-0.5036496350364963,-0.9210526315789473,-0.4545454545454545,-0.7414965986394557,-0.4772727272727273,0.5584415584415585,0.7733990147783252,-0.4860681114551083,-0.551219512195122,-0.6403508771929824,-0.7908496732026143,-0.6923076923076923,-0.38235294117647056,-0.2857142857142857,-0.8571428571428571,-0.3913043478260868,-0.7251908396946565,-0.4482758620689655,0.6624472573839661,0.7128712871287128,-0.5641791044776119,-0.5769230769230769,-0.6038647342995169,-0.8051948051948052,-0.7058823529411764,-0.3731343283582089,-0.2936507936507936,-0.8461538461538461,-0.36363636363636354,-0.7714285714285715,-0.43181818181818177,0.7758620689655173,0.6439790575916231,-0.6506024096385542,-0.5942028985507246,-0.6730769230769231,-0.8181818181818181,-0.7285714285714286,-0.3731343283582089,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5083333333333335,-0.3661784287616513,-0.5870445344129556,-0.4523449319213313
7,-0.5083333333333335,-0.3661784287616513,-0.5870445344129556,-0.4523449319213313,-0.6,-0.975,-0.5454545454545454,-0.23943661971830987,-0.43181818181818177,-0.6498054474708171,0.3434343434343434,-0.5952380952380952,-0.46341463414634143,-0.6076555023923444,-0.738562091503268,-0.6333333333333333,-0.31343283582089554,-0.5693430656934306,-0.8947368421052632,-0.4545454545454545,-0.5102040816326531,-0.4545454545454546,-0.33333333333333337,0.5073891625615763,-0.5170278637770898,-0.47317073170731705,-0.6228070175438596,-0.738562091503268,-0.7202797202797202,-0.3529411764705882,-0.4920634920634921,-0.8571428571428571,-0.4782608695652174,-0.48091603053435117,-0.47126436781609193,-0.1561181434599156,0.6435643564356435,-0.4746268656716418,-0.5,-0.5458937198067633,-0.7532467532467533,-0.6911764705882353,-0.34328358208955223,-0.46031746031746035,-0.8846153846153846,-0.4545454545454545,-0.30000000000000004,-0.4772727272727273,-0.11206896551724133,0.8429319371727748,-0.3855421686746988,-0.5169082125603865,-0.5865384615384616,-0.7662337662337663,-0.6285714285714286,-0.34328358208955223,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.558333333333334,-0.40346205059920115,-0.6275303643724697,-0.44931921331316194
8,-0.558333333333334,-0.40346205059920115,-0.6275303643724697,-0.44931921331316194,-0.5680000000000001,-0.975,-0.6363636363636362,-0.4225352112676056,-0.2954545454545454,-0.7898832684824902,-0.6868686868686869,-0.5178571428571428,-0.3951219512195122,-0.6172248803827751,-0.6862745098039216,-0.6333333333333333,-0.28358208955223885,-0.6058394160583942,-1.0,-0.5454545454545454,-0.37414965986394555,-0.31818181818181823,-0.696969696969697,-0.6847290640394088,-0.5851393188854489,-0.40487804878048783,-0.6491228070175439,-0.6993464052287581,-0.6783216783216783,-0.2941176470588235,-0.5317460317460317,-1.0,-0.5652173913043478,-0.3129770992366412,-0.33333333333333337,-0.6877637130801688,-0.693069306930693,-0.5343283582089553,-0.4326923076923077,-0.5845410628019323,-0.7142857142857143,-0.6176470588235294,-0.28358208955223885,-0.6031746031746033,-1.0,-0.5454545454545454,0.1428571428571428,-0.36363636363636365,-0.7931034482758621,-0.7486910994764397,-0.6024096385542168,-0.4492753623188406,-0.6442307692307692,-0.7272727272727273,-0.5142857142857142,-0.31343283582089554,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5750000000000002,-0.42743009320905456,-0.6194331983805669,-0.3615733736762482
9,-0.5750000000000002,-0.42743009320905456,-0.6194331983805669,-0.3615733736762482,-0.472,-0.95,-0.7272727272727272,-0.3943661971830986,-0.2272727272727273,-0.727626459143969,-0.6868686868686869,-0.375,-0.40487804878048783,-0.6172248803827751,-0.6601307189542484,-0.55,-0.31343283582089554,-0.6131386861313868,-0.9736842105263158,-0.7272727272727272,-0.6462585034013606,-0.2272727272727273,-0.5411255411255411,-0.6945812807881773,-0.6346749226006192,-0.40487804878048783,-0.6578947368421053,-0.6601307189542484,-0.6643356643356644,-0.2941176470588235,-0.5634920634920635,-1.0,-0.6521739130434783,-0.3435114503816794,-0.2183908045977011,-0.6962025316455696,-0.7326732673267327,-0.6179104477611941,-0.3942307692307693,-0.5942028985507246,-0.6623376623376623,-0.6764705882352942,-0.28358208955223885,-0.5317460317460317,-1.0,-0.6363636363636362,-0.12857142857142856,-0.25,-0.9655172413793104,-0.7382198952879582,-0.49397590361445787,-0.3816425120772947,-0.6442307692307692,-0.6753246753246753,-0.6857142857142857,-0.28358208955223885,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5916666666666672,-0.4221038615179762,-0.6275303643724697,-0.39485627836611203
