,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.4680636377796369,0.09224196810732321,-0.1718453891240822,-0.4051975698896809,-0.12563199011473902,0.13894562861598092,0.6370092704845822,0.39234903074359395,-0.1906632499290548,0.24513946536266196,-0.14515733941260445,-0.4612280768145073,-0.8668003796473935,0.17114517474114566,-0.4308850679503513,-0.6992982907162317,-0.2868590485548843,0.3269718933492425,0.7477154397323875,-0.6804538537799453
1,-0.46768836132839475,0.0923001417500382,-0.17162048751278902,-0.40509170725001564,-0.12527314341159912,0.13922702707320322,0.6353060751658566,0.39244230712938344,-0.36293274994831415,0.24582110891044007,-0.14464352405665803,-0.4599397150730894,-0.8667036868576419,0.17269816570965757,-0.4312115445330996,-0.6997129357148387,-0.28713396727938045,0.3267026783035374,0.747789274990829,-0.6806951663737311
2,-0.4673090713663246,0.09235868903677713,-0.17139514773398878,-0.40498508137991884,-0.1249126945944583,0.13950812315821204,0.633597462541408,0.3925359790978622,-0.3613373067041816,0.24650136725037886,-0.14412999010164396,-0.45865015005424936,-0.8666069224673985,0.17425018042100726,-0.4315386016868764,-0.7001264876186357,-0.28741249006697034,0.3264292046987147,0.7478629252224058,-0.6809366844736825
3,-0.46692582432854135,0.09241760044451919,-0.17116938526658243,-0.404877689796421,-0.12455066733996967,0.13978896532530705,0.6318834727953395,0.3926300167413954,-0.3597404667112881,0.247180239406517,-0.14361677480745672,-0.457359446901632,-0.8665100822099001,0.17580112222108268,-0.4318662057029258,-0.7005389488384601,-0.28769459301723643,0.32615149246093234,0.7479363863689577,-0.6811783886184757
4,-0.4665386634127815,0.0924768667808129,-0.17094321850886696,-0.4047695302407407,-0.12418708598310269,0.14006960574560678,0.6301641453042517,0.39272440038689704,-0.3581423525379498,0.2478577245628768,-0.1431039146773373,-0.4560676752257018,-0.8664131613018538,0.17735089126419967,-0.43219436317257776,-0.7009503201567419,-0.28798025154002527,0.3258695627215642,0.7480096633491311,-0.6814202652159909
5,-0.4661476329251585,0.09253647862233416,-0.17071666778563932,-0.40466060068568077,-0.12382198223233032,0.14035009490154526,0.6284395213314522,0.39281913764953025,-0.35654308880088215,0.24853382202135577,-0.142591447020046,-0.45477491016447524,-0.8663161551088396,0.17889938576831255,-0.43252301927616965,-0.7013606064137362,-0.288269440548766,0.3255834415114045,0.7480827503272589,-0.6816622509317574
6,-0.4657527782939419,0.09259642631520704,-0.17048975381731013,-0.4045508993431366,-0.12345538869157946,0.14063046622010766,0.6267096408068586,0.39291425495234256,-0.35494280567782877,0.24920853029487877,-0.1420794079138411,-0.45348122538981694,-0.866219059069892,0.18044650325032996,-0.4328521719308398,-0.7017698162186929,-0.28856213359211413,0.3252931481350727,0.7481556440463586,-0.6819043044482817
7,-0.46535414607038983,0.09265669942205679,-0.17026249770488167,-0.4044404246695088,-0.12308733887709344,0.14091073671696241,0.6249745400909941,0.39300977251903424,-0.353341654801388,0.2498818488453134,-0.14156776021821704,-0.45218668588441213,-0.8661218685250542,0.18199213914121715,-0.4331818124126079,-0.7021779652648908,-0.28885830241728083,0.3249987082592136,0.7482283345860801,-0.6821464373085808
8,-0.4649517839417069,0.09271728783682942,-0.17003492278605048,-0.4043291753734226,-0.12271786722485589,0.14119093154549778,0.6232342555233641,0.39310568290304615,-0.35173980099071767,0.25055377593295014,-0.14105652047001616,-0.4508913623880163,-0.8660245790291584,0.1835361881426616,-0.4335119702104806,-0.7025850706459267,-0.2891579177176504,0.3247001481283638,0.7483008172825363,-0.6823886164112006
9,-0.4645457407497764,0.09277818235982993,-0.16980705286003228,-0.4042171504253007,-0.12234700910704677,0.1414711034227203,0.6214888257104867,0.39320198703158993,-0.350137382067223,0.25122430958792363,-0.1405457072058831,-0.4495953281167169,-0.8659271865071552,0.1850786004168794,-0.43384265640357766,-0.702991139719786,-0.2894609476220066,0.3243975016064047,0.7483730723590534,-0.6826308106829468
