,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.49166666666666725,-0.2490013315579228,-0.5708502024291497,-0.48260211800302577,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5000000000000004,-0.23834886817576562,-0.4008097165991903,-0.5279878971255674
1,-0.5000000000000004,-0.23834886817576562,-0.4008097165991903,-0.5279878971255674,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5166666666666666,-0.26231691078561914,-0.4331983805668017,-0.48260211800302577
2,-0.5166666666666666,-0.26231691078561914,-0.4331983805668017,-0.48260211800302577,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5083333333333335,-0.2809587217043942,-0.9271255060728745,-0.546142208774584
3,-0.5083333333333335,-0.2809587217043942,-0.9271255060728745,-0.546142208774584,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.5000000000000004,-0.32090545938748327,-0.7894736842105263,-0.4553706505295009
4,-0.5000000000000004,-0.32090545938748327,-0.7894736842105263,-0.4553706505295009,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.49166666666666725,-0.2996005326231692,-0.6194331983805669,-0.44931921331316194
5,-0.49166666666666725,-0.2996005326231692,-0.6194331983805669,-0.44931921331316194,-0.6428571428571428,0.3639344262295081,-0.7142857142857143,-0.7928286852589641,0.8426966292134832,-1.0,0.536723163841808,-0.6692913385826771,-0.4750000000000002,-0.32090545938748327,-0.5870445344129556,-0.4553706505295009
6,-0.4750000000000002,-0.32090545938748327,-0.5870445344129556,-0.4553706505295009,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5083333333333335,-0.3661784287616513,-0.5870445344129556,-0.4523449319213313
7,-0.5083333333333335,-0.3661784287616513,-0.5870445344129556,-0.4523449319213313,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.558333333333334,-0.40346205059920115,-0.6275303643724697,-0.44931921331316194
8,-0.558333333333334,-0.40346205059920115,-0.6275303643724697,-0.44931921331316194,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5750000000000002,-0.42743009320905456,-0.6194331983805669,-0.3615733736762482
9,-0.5750000000000002,-0.42743009320905456,-0.6194331983805669,-0.3615733736762482,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.5916666666666672,-0.4221038615179762,-0.6275303643724697,-0.39485627836611203
10,-0.5916666666666672,-0.4221038615179762,-0.6275303643724697,-0.39485627836611203,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.6000000000000004,-0.411451398135819,-0.6356275303643725,-0.3615733736762482
11,-0.6000000000000004,-0.411451398135819,-0.6356275303643725,-0.3615733736762482,-0.3571428571428571,0.639344262295082,-1.0,-0.6733067729083666,0.5056179775280898,0.5702479338842976,0.6779661016949152,-0.49606299212598426,-0.6000000000000004,-0.3848202396804261,-0.6437246963562753,-0.5158850226928895
12,-0.6000000000000004,-0.3848202396804261,-0.6437246963562753,-0.5158850226928895,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.5916666666666672,-0.38748335552596525,-0.6437246963562753,-0.45839636913767023
13,-0.5916666666666672,-0.38748335552596525,-0.6437246963562753,-0.45839636913767023,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.5833333333333334,-0.4087882822902795,-0.6113360323886641,-0.470499243570348
14,-0.5833333333333334,-0.4087882822902795,-0.6113360323886641,-0.470499243570348,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.5083333333333335,-0.40346205059920115,-0.6113360323886641,-0.36459909228441756
15,-0.5083333333333335,-0.40346205059920115,-0.6113360323886641,-0.36459909228441756,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.48333333333333406,-0.3715046604527297,-0.6032388663967612,-0.3888048411497731
16,-0.48333333333333406,-0.3715046604527297,-0.6032388663967612,-0.3888048411497731,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.5000000000000004,-0.3901464713715047,-0.5951417004048583,-0.503782148260212
17,-0.5000000000000004,-0.3901464713715047,-0.5951417004048583,-0.503782148260212,-0.3214285714285714,0.5737704918032787,-0.8587662337662337,-0.5697211155378485,0.6629213483146068,-0.47107438016528924,0.6497175141242937,-0.4330708661417323,-0.5166666666666666,-0.411451398135819,-0.5951417004048583,-0.45839636913767023
18,-0.5166666666666666,-0.411451398135819,-0.5951417004048583,-0.45839636913767023,-0.3571428571428571,0.3836065573770491,-0.9383116883116883,-0.5537848605577689,0.9775280898876404,-1.0,0.48587570621468923,-0.03937007874015752,-0.541666666666667,-0.4221038615179762,-0.5789473684210527,-0.5098335854765508
