,0,1,2
0,0.6627991276448273,0.5829004892703008,0.6646218397871784
1,4.091467835068041e-10,1.193248854049625e-07,3.522913614018539e-10
2,0.6331665325261574,0.6378556181544599,0.6378556181544599
3,4.0617812967099115e-09,2.8713668006562553e-09,2.8713668006562553e-09
4,0.6627991276448273,0.5829004892703008,0.6646218397871784
5,4.091467835068041e-10,1.193248854049625e-07,3.522913614018539e-10
6,0.6331665325261574,0.6378556181544599,0.6378556181544599
7,4.0617812967099115e-09,2.8713668006562553e-09,2.8713668006562553e-09
8,0.6627991276448273,0.5829004892703008,0.6646218397871784
9,4.091467835068041e-10,1.193248854049625e-07,3.522913614018539e-10
10,0.6331665325261574,0.6378556181544599,0.6378556181544599
11,4.0617812967099115e-09,2.8713668006562553e-09,2.8713668006562553e-09
